15,15,15,15,15,15,15,15,10,10,10,10,10,10,10,10
10,10,10,10,10,2,2,2,2,2,15,15,15,15,15,15
4,4,4,4,2,2,2,2,5,5,5,5,15,15,15,15
1,1,1,1,8,8,8,8,14,14,14,14,9,9,9,9
12,12,12,12,7,7,7,7,13,13,13,13,3,3,3,3
1,1,1,1,6,6,6,6,11,11,11,11,2,2,2,2
14,14,14,14,14,14,14,14,8,8,8,8,8,8,8,8
1,1,1,1,1,1,1,1,13,13,13,13,2,2,2,2
4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6
12,12,12,12,12,12,12,12,7,7,7,7,7,7,7,7
